timestamp_backend,timestamp_reasoner,timestamp_iot,jarakObjek,jarakOrang,reasoningTime,endToEndTime,backendTime,valveStatus,washingStatus
2026-01-13:08-51-12,-,-,29.954,33.779,0,0,482,st_actOFF,st_washNO
2026-01-13:08-51-14,-,-,29.954,33.779,0,0,25,st_actOFF,st_washNO
2026-01-13:08-51-16,-,-,29.954,33.779,0,0,15,st_actOFF,st_washNO
2026-01-13:08-51-18,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2026-01-13:08-51-20,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2026-01-13:08-51-22,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2026-01-13:08-51-24,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-51-26,-,-,29.954,33.779,0,0,28,st_actOFF,st_washNO
2026-01-13:08-51-28,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2026-01-13:08-51-30,-,-,29.954,33.779,0,0,16,st_actOFF,st_washNO
2026-01-13:08-51-32,-,-,29.954,33.779,0,0,12,st_actOFF,st_washNO
2026-01-13:08-51-34,-,-,29.954,33.779,0,0,13,st_actOFF,st_washNO
2026-01-13:08-51-36,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2026-01-13:08-51-39,-,-,29.954,33.779,0,0,14,st_actOFF,st_washNO
2026-01-13:08-51-41,-,-,29.954,33.779,0,0,12,st_actOFF,st_washNO
2026-01-13:08-51-43,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2026-01-13:08-51-45,-,-,29.954,33.779,0,0,16,st_actOFF,st_washNO
2026-01-13:08-51-47,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-51-49,-,-,29.954,33.779,0,0,41,st_actOFF,st_washNO
2026-01-13:08-51-51,-,-,29.954,33.779,0,0,13,st_actOFF,st_washNO
2026-01-13:08-51-53,-,-,29.954,33.779,0,0,12,st_actOFF,st_washNO
2026-01-13:08-51-55,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-51-57,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2026-01-13:08-51-59,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-52-01,-,-,29.954,33.779,0,0,27,st_actOFF,st_washNO
2026-01-13:08-52-03,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-52-05,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2026-01-13:08-52-07,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2026-01-13:08-52-09,-,-,29.954,33.779,0,0,164,st_actOFF,st_washNO
2026-01-13:08-52-11,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2026-01-13:08-52-13,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2026-01-13:08-52-15,-,-,29.954,33.779,0,0,17,st_actOFF,st_washNO
2026-01-13:08-52-17,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-52-19,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2026-01-13:08-52-21,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-52-23,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2026-01-13:08-52-25,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-52-27,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2026-01-13:08-52-29,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2026-01-13:08-52-31,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-52-33,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2026-01-13:08-52-35,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2026-01-13:08-52-37,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-52-39,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2026-01-13:08-52-41,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2026-01-13:08-52-43,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2026-01-13:08-52-45,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2026-01-13:08-52-47,-,-,29.954,33.779,0,0,18,st_actOFF,st_washNO
2026-01-13:08-52-49,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2026-01-13:08-52-51,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2026-01-13:08-52-53,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2026-01-13:08-52-55,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
