timestamp_backend,timestamp_reasoner,timestamp_iot,jarakObjek,jarakOrang,reasoningTime,endToEndTime,backendTime,valveStatus,washingStatus
2025-12-11:10-10-35,-,-,29.954,33.779,0,0,764,st_actOFF,st_washNO
2025-12-11:10-10-37,-,-,29.954,33.779,0,0,119,st_actOFF,st_washNO
2025-12-11:10-10-39,-,-,29.954,33.779,0,0,37,st_actOFF,st_washNO
2025-12-11:10-10-41,-,-,29.954,33.779,0,0,12,st_actOFF,st_washNO
2025-12-11:10-10-43,-,-,29.954,33.779,0,0,14,st_actOFF,st_washNO
2025-12-11:10-10-45,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2025-12-11:10-10-47,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2025-12-11:10-10-49,-,-,29.954,33.779,0,0,14,st_actOFF,st_washNO
2025-12-11:10-10-51,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2025-12-11:10-10-53,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2025-12-11:10-10-55,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2025-12-11:10-10-57,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-10-59,-,-,29.954,33.779,0,0,13,st_actOFF,st_washNO
2025-12-11:10-11-01,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-03,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-05,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-07,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-11-09,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-11-11,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-13,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-15,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2025-12-11:10-11-17,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-11-19,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-21,-,-,29.954,33.779,0,0,5,st_actOFF,st_washNO
2025-12-11:10-11-23,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-11-25,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-27,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2025-12-11:10-11-29,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-11-32,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-34,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2025-12-11:10-11-36,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-38,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-40,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-11-42,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2025-12-11:10-11-44,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-11-46,-,-,29.954,33.779,0,0,10,st_actOFF,st_washNO
2025-12-11:10-11-48,-,-,29.954,33.779,0,0,14,st_actOFF,st_washNO
2025-12-11:10-11-50,-,-,29.954,33.779,0,0,13,st_actOFF,st_washNO
2025-12-11:10-11-52,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-11-54,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-11-56,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-11-58,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2025-12-11:10-12-00,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-12-02,-,-,29.954,33.779,0,0,11,st_actOFF,st_washNO
2025-12-11:10-12-04,-,-,29.954,33.779,0,0,5,st_actOFF,st_washNO
2025-12-11:10-12-06,-,-,29.954,33.779,0,0,12,st_actOFF,st_washNO
2025-12-11:10-12-08,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-12-10,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-12-12,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-12-14,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-12-16,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-12-18,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-12-20,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-12-22,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-12-24,-,-,29.954,33.779,0,0,18,st_actOFF,st_washNO
2025-12-11:10-12-26,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-12-28,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-12-30,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-12-32,-,-,29.954,33.779,0,0,5,st_actOFF,st_washNO
2025-12-11:10-12-34,-,-,29.954,33.779,0,0,4,st_actOFF,st_washNO
2025-12-11:10-12-36,-,-,29.954,33.779,0,0,12,st_actOFF,st_washNO
2025-12-11:10-12-38,-,-,29.954,33.779,0,0,6,st_actOFF,st_washNO
2025-12-11:10-12-40,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-12-42,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-12-44,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-12-46,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
2025-12-11:10-12-48,-,-,29.954,33.779,0,0,7,st_actOFF,st_washNO
2025-12-11:10-12-50,-,-,29.954,33.779,0,0,5,st_actOFF,st_washNO
2025-12-11:10-12-52,-,-,29.954,33.779,0,0,9,st_actOFF,st_washNO
2025-12-11:10-12-54,-,-,29.954,33.779,0,0,8,st_actOFF,st_washNO
