timestamp_start,timestamp_end,duration_hms
2025-11-25:19-17-15,2025-11-25:19-17-30,00:00:15
2025-11-25:19-17-43,2025-11-25:19-18-13,00:00:29
2025-11-25:19-18-50,2025-11-25:19-19-53,00:01:02
2025-11-25:19-20-20,2025-11-25:19-21-15,00:00:55
2025-11-25:19-22-40,2025-11-25:19-25-42,00:03:01
2025-11-25:19-28-28,2025-11-25:19-29-29,00:01:01
2025-11-25:19-33-04,2025-11-25:19-33-48,00:00:43
