timestamp_start,timestamp_end,duration_hms
2025-11-17:13-31-19,2025-11-17:13-32-21,00:01:01
2025-11-17:13-34-05,2025-11-17:13-35-23,00:01:18
2025-11-17:13-39-05,2025-11-17:13-39-10,00:00:05
2025-11-17:13-39-19,2025-11-17:13-39-27,00:00:08
2025-11-17:13-39-38,2025-11-17:13-40-04,00:00:26
2025-11-17:17-30-18,2025-11-17:17-31-33,00:01:15
