timestamp_backend_inout,timestamp_reasoner_inout,timestamp_iot_inout,personCount,lampStatus,reasoningTime,endToEndTime,backendTime
2025-11-20:18-22-31,-,-,4,st_actON,0,0,339
2025-11-20:18-22-33,-,-,4,st_actON,0,0,16
2025-11-20:18-22-35,-,-,4,st_actON,0,0,40
2025-11-20:18-22-37,-,-,4,st_actON,0,0,17
2025-11-20:18-22-39,-,-,4,st_actON,0,0,31
2025-11-20:18-22-41,-,-,4,st_actON,0,0,37
2025-11-20:18-22-43,-,-,4,st_actON,0,0,36
2025-11-20:18-22-45,-,-,4,st_actON,0,0,34
2025-11-20:18-22-47,-,-,4,st_actON,0,0,20
2025-11-20:18-22-49,-,-,4,st_actON,0,0,8
2025-11-20:18-22-51,-,-,4,st_actON,0,0,20
2025-11-20:18-22-54,-,-,4,st_actON,0,0,26
2025-11-20:18-22-56,-,-,4,st_actON,0,0,21
2025-11-20:18-22-58,-,-,4,st_actON,0,0,10
2025-11-20:18-23-00,-,-,4,st_actON,0,0,10
2025-11-20:18-23-02,-,-,4,st_actON,0,0,12
2025-11-20:18-23-04,-,-,4,st_actON,0,0,44
2025-11-20:18-23-06,-,-,4,st_actON,0,0,11
2025-11-20:18-23-08,-,-,4,st_actON,0,0,23
2025-11-20:18-23-10,-,-,4,st_actON,0,0,10
2025-11-20:18-23-12,-,-,4,st_actON,0,0,18
2025-11-20:18-23-14,-,-,4,st_actON,0,0,15
2025-11-20:18-23-16,-,-,4,st_actON,0,0,15
2025-11-20:18-23-18,-,-,4,st_actON,0,0,27
2025-11-20:18-23-20,-,-,4,st_actON,0,0,26
2025-11-20:18-23-22,-,-,4,st_actON,0,0,33
2025-11-20:18-23-24,-,-,4,st_actON,0,0,8
2025-11-20:18-23-26,-,-,4,st_actON,0,0,33
2025-11-20:18-23-28,-,-,4,st_actON,0,0,33
2025-11-20:18-23-30,-,-,4,st_actON,0,0,40
2025-11-20:18-23-32,-,-,4,st_actON,0,0,30
2025-11-20:18-23-34,-,-,4,st_actON,0,0,32
2025-11-20:18-23-36,-,-,4,st_actON,0,0,30
2025-11-20:18-23-38,-,-,4,st_actON,0,0,22
2025-11-20:18-23-40,-,-,4,st_actON,0,0,26
2025-11-20:18-23-42,-,-,4,st_actON,0,0,19
2025-11-20:18-23-44,-,-,4,st_actON,0,0,11
2025-11-20:18-23-46,-,-,4,st_actON,0,0,20
2025-11-20:18-23-48,-,-,4,st_actON,0,0,24
2025-11-20:18-23-50,-,-,4,st_actON,0,0,29
2025-11-20:18-23-52,-,-,4,st_actON,0,0,28
2025-11-20:18-23-54,-,-,4,st_actON,0,0,16
2025-11-20:18-23-56,-,-,4,st_actON,0,0,12
2025-11-20:18-23-58,-,-,4,st_actON,0,0,13
2025-11-20:18-24-00,-,-,4,st_actON,0,0,33
2025-11-20:18-24-03,-,-,4,st_actON,0,0,31
