timestamp,personCount,lampStatus,reasoningTime,endToEndTime,backendTime
2025-10-28T10:59:51.352Z,0,st_actOFF,0,32,705
2025-10-28T11:00:02.632Z,0,st_actOFF,0,0,40
2025-10-28T11:00:04.657Z,0,st_actOFF,0,22,12
2025-10-28T11:00:06.684Z,0,st_actOFF,0,18,12
2025-10-28T11:00:08.705Z,0,st_actOFF,0,17,10
2025-10-28T11:00:10.717Z,0,st_actOFF,0,17,12
2025-10-28T11:00:12.727Z,0,st_actOFF,0,18,9
2025-10-28T11:00:14.738Z,0,st_actOFF,0,15,10
2025-10-28T11:00:16.763Z,0,st_actOFF,0,26,11
2025-10-28T11:00:18.780Z,0,st_actOFF,0,18,9
2025-10-28T11:00:20.798Z,0,st_actOFF,0,18,10
2025-10-28T11:00:22.831Z,0,st_actOFF,0,34,23
2025-10-28T11:00:24.850Z,1,st_actON,163,16,20
2025-10-28T11:00:27.005Z,1,st_actON,163,16,14
2025-10-28T11:00:29.017Z,1,st_actON,163,15,10
2025-10-28T11:00:31.036Z,1,st_actON,163,22,12
2025-10-28T11:00:33.054Z,1,st_actON,163,22,14
2025-10-28T11:00:35.080Z,1,st_actON,163,25,16
2025-10-28T11:00:37.102Z,1,st_actON,163,17,7
2025-10-28T11:00:39.115Z,2,st_actON,83,22,10
2025-10-28T11:00:41.131Z,2,st_actON,83,16,8
2025-10-28T11:00:43.147Z,2,st_actON,83,16,8
2025-10-28T11:00:45.169Z,2,st_actON,83,15,13
2025-10-28T11:00:47.186Z,2,st_actON,83,19,13
2025-10-28T11:00:49.204Z,2,st_actON,83,18,15
2025-10-28T11:00:51.228Z,2,st_actON,83,27,10
2025-10-28T11:00:53.250Z,2,st_actON,83,27,13
2025-10-28T11:00:55.261Z,2,st_actON,83,27,10
2025-10-28T11:00:57.275Z,2,st_actON,83,22,9
2025-10-28T11:00:59.285Z,2,st_actON,82,14,10
2025-10-28T11:01:01.305Z,2,st_actON,82,94,9
2025-10-28T11:01:03.328Z,1,st_actON,69,94,8
2025-10-28T11:01:05.338Z,1,st_actON,69,66,7
2025-10-28T11:01:07.361Z,1,st_actON,69,30,10
2025-10-28T11:01:09.387Z,1,st_actON,69,56,13
2025-10-28T11:01:11.872Z,1,st_actON,84,95,9
2025-10-28T11:01:14.398Z,1,st_actON,84,58,13
2025-10-28T11:01:16.881Z,1,st_actON,84,29,14
2025-10-28T11:01:19.326Z,1,st_actON,84,54,11
2025-10-28T11:01:21.792Z,1,st_actON,84,137,10
2025-10-28T11:01:24.261Z,1,st_actON,84,114,9
