timestamp,personCount,lampStatus,reasoningTime,endToEndTime,backendTime
2025-10-30T06:31:34.942Z,11,st_actON,0,0,1850
2025-10-30T06:31:37.042Z,11,st_actON,0,0,73
2025-10-30T06:31:39.085Z,11,st_actON,0,0,29
2025-10-30T06:31:41.191Z,11,st_actON,0,0,86
2025-10-30T06:31:43.286Z,11,st_actON,0,0,80
2025-10-30T06:31:45.368Z,11,st_actON,0,0,70
2025-10-30T06:31:47.442Z,11,st_actON,0,0,65
2025-10-30T06:31:49.503Z,11,st_actON,0,0,52
2025-10-30T06:31:51.570Z,11,st_actON,0,0,59
2025-10-30T06:31:53.631Z,11,st_actON,0,0,54
2025-10-30T06:31:55.667Z,11,st_actON,0,0,29
2025-10-30T06:31:57.733Z,11,st_actON,0,0,50
2025-10-30T06:31:59.795Z,11,st_actON,0,0,53
2025-10-30T06:32:01.851Z,11,st_actON,0,0,40
2025-10-30T06:32:03.910Z,11,st_actON,0,0,55
2025-10-30T06:32:05.973Z,11,st_actON,0,0,49
2025-10-30T06:32:08.041Z,11,st_actON,0,0,60
2025-10-30T06:32:10.103Z,11,st_actON,0,0,51
2025-10-30T06:32:12.163Z,11,st_actON,0,0,49
2025-10-30T06:32:14.213Z,11,st_actON,0,0,43
2025-10-30T06:32:16.283Z,11,st_actON,0,0,60
2025-10-30T06:32:18.402Z,11,st_actON,0,0,111
2025-10-30T06:32:20.448Z,11,st_actON,0,0,45
2025-10-30T06:32:22.502Z,11,st_actON,0,0,51
2025-10-30T06:32:24.548Z,11,st_actON,0,0,38
2025-10-30T06:32:26.598Z,11,st_actON,0,0,42
2025-10-30T06:32:28.659Z,11,st_actON,0,0,45
2025-10-30T06:32:57.601Z,11,st_actON,0,0,53
2025-10-30T06:32:59.671Z,11,st_actON,0,42,51
2025-10-30T06:33:01.737Z,11,st_actON,0,408,53
2025-10-30T06:33:03.799Z,11,st_actON,0,68,53
2025-10-30T06:33:05.831Z,11,st_actON,0,137,27
2025-10-30T06:33:07.945Z,11,st_actON,0,137,103
2025-10-30T06:33:10.002Z,11,st_actON,0,23,47
2025-10-30T06:33:12.046Z,11,st_actON,0,22,32
2025-10-30T06:33:14.099Z,11,st_actON,0,530,40
2025-10-30T06:33:16.145Z,11,st_actON,0,29,44
2025-10-30T06:33:18.193Z,11,st_actON,0,29,40
2025-10-30T06:33:20.247Z,11,st_actON,0,45,48
2025-10-30T06:33:22.294Z,11,st_actON,0,45,37
2025-10-30T06:33:24.339Z,11,st_actON,0,45,41
2025-10-30T06:33:26.396Z,11,st_actON,0,45,40
2025-10-30T06:33:28.471Z,11,st_actON,0,45,65
2025-10-30T06:33:30.527Z,11,st_actON,0,45,43
2025-10-30T06:33:32.581Z,11,st_actON,0,45,42
2025-10-30T06:33:34.635Z,11,st_actON,0,45,47
2025-10-30T06:33:36.684Z,11,st_actON,0,45,45
2025-10-30T06:33:38.723Z,11,st_actON,0,45,33
2025-10-30T06:33:40.786Z,11,st_actON,0,83,52
2025-10-30T06:33:42.830Z,1,st_actON,375,83,36
2025-10-30T06:33:44.866Z,1,st_actON,375,409,29
2025-10-30T06:33:46.944Z,1,st_actON,375,174,65
2025-10-30T06:33:48.990Z,0,st_actOFF,187,20,37
2025-10-30T06:33:51.018Z,0,st_actOFF,187,85,24
2025-10-30T06:33:53.067Z,0,st_actOFF,187,44,36
2025-10-30T06:33:55.104Z,0,st_actOFF,187,44,26
2025-10-30T06:33:57.135Z,0,st_actOFF,187,206,29
2025-10-30T06:33:59.179Z,1,st_actON,113,79,35
2025-10-30T06:34:01.238Z,1,st_actON,113,123,45
2025-10-30T06:34:03.300Z,1,st_actON,113,123,45
2025-10-30T06:34:05.349Z,1,st_actON,113,409,38
2025-10-30T06:34:07.406Z,1,st_actON,113,18,42
2025-10-30T06:34:09.466Z,1,st_actON,113,150,47
2025-10-30T06:34:11.500Z,1,st_actON,113,88,25
2025-10-30T06:34:13.552Z,1,st_actON,113,22,47
2025-10-30T06:34:15.597Z,1,st_actON,113,22,34
2025-10-30T06:34:17.638Z,1,st_actON,113,402,24
