timeStamp,temp,flame,gas,distance,buzzerStatus,exhaustStatus,cookingStatus,reasoningTime,endToEndTime,backendTime
02-11-2025 16:35:09,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,781
02-11-2025 16:35:11,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,81
02-11-2025 16:35:13,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,51
02-11-2025 16:35:15,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,69
02-11-2025 16:35:17,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,57
02-11-2025 16:35:19,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,50
02-11-2025 16:35:21,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,117
02-11-2025 16:35:23,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,50
02-11-2025 16:35:26,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,62
02-11-2025 16:35:28,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,73
02-11-2025 16:35:30,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,68
02-11-2025 16:35:32,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,62
02-11-2025 16:35:34,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,81
02-11-2025 16:35:36,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,101
02-11-2025 16:35:38,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,60
02-11-2025 16:35:40,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,56
02-11-2025 16:35:42,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,25
02-11-2025 16:35:44,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,56
02-11-2025 16:35:46,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,55
02-11-2025 16:35:48,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,40
02-11-2025 16:35:50,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,67
02-11-2025 16:35:52,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,46
02-11-2025 16:35:54,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,22
02-11-2025 16:35:56,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,58
02-11-2025 16:35:59,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,62
02-11-2025 16:36:01,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,61
02-11-2025 16:36:03,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,55
02-11-2025 16:36:05,25.1,1,0,142.239,st_actOFF,st_actOFF,st_cookNO,0,0,35
