timestamp_backend_cook,timestamp_reasoner_cook,timestamp_iot_cook,temp,flame,gas,distance,buzzerStatus,exhaustStatus,cookingStatus,reasoningTime,endToEndTime,backendTime
2025-11-10:16-46-05,2025-11-10:16-46-05,2025-11-10:16-46-05,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,196,0,82
2025-11-10:16-46-07,2025-11-10:16-46-05,2025-11-10:16-46-05,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,196,25,45
2025-11-10:16-46-09,2025-11-10:16-46-09,2025-11-10:16-46-09,24,1,5.674363,216.699,st_actOFF,st_actOFF,st_cookNO,159,20,41
2025-11-10:16-46-11,2025-11-10:16-46-09,2025-11-10:16-46-09,24,1,5.674363,216.699,st_actOFF,st_actOFF,st_cookNO,159,20,36
2025-11-10:16-46-13,2025-11-10:16-46-13,2025-11-10:16-46-13,24,1,5.674363,216.665,st_actOFF,st_actOFF,st_cookNO,171,20,33
2025-11-10:16-46-15,2025-11-10:16-46-13,2025-11-10:16-46-13,24,1,5.674363,216.665,st_actOFF,st_actOFF,st_cookNO,171,512,33
2025-11-10:16-46-17,2025-11-10:16-46-17,2025-11-10:16-46-17,24,1,5.674363,216.274,st_actOFF,st_actOFF,st_cookNO,166,512,37
2025-11-10:16-46-19,2025-11-10:16-46-17,2025-11-10:16-46-17,24,1,5.674363,216.274,st_actOFF,st_actOFF,st_cookNO,166,403,33
2025-11-10:16-46-21,2025-11-10:16-46-21,2025-11-10:16-46-21,24,1,5.674363,216.716,st_actOFF,st_actOFF,st_cookNO,138,19,35
2025-11-10:16-46-23,2025-11-10:16-46-21,2025-11-10:16-46-21,24,1,5.674363,216.716,st_actOFF,st_actOFF,st_cookNO,138,19,28
2025-11-10:16-46-25,2025-11-10:16-46-21,2025-11-10:16-46-21,24,1,5.674363,216.716,st_actOFF,st_actOFF,st_cookNO,138,19,45
2025-11-10:16-46-27,2025-11-10:16-46-27,2025-11-10:16-46-27,24,1,5.674363,216.716,st_actOFF,st_actOFF,st_cookNO,2091,131,39
2025-11-10:16-46-29,2025-11-10:16-46-29,2025-11-10:16-46-29,24,1,5.674363,216.818,st_actOFF,st_actOFF,st_cookNO,178,113,18
2025-11-10:16-46-31,2025-11-10:16-46-29,2025-11-10:16-46-29,24,1,5.674363,216.818,st_actOFF,st_actOFF,st_cookNO,178,113,32
2025-11-10:16-46-54,2025-11-10:16-46-53,2025-11-10:16-46-53,24,1,5.080039,217.124,st_actOFF,st_actOFF,st_cookNO,189,19,40
2025-11-10:16-46-56,2025-11-10:16-46-53,2025-11-10:16-46-53,24,1,5.080039,217.124,st_actOFF,st_actOFF,st_cookNO,189,19,29
2025-11-10:16-46-58,2025-11-10:16-46-57,2025-11-10:16-46-57,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,142,23,32
2025-11-10:16-47-00,2025-11-10:16-46-57,2025-11-10:16-46-57,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,142,23,30
2025-11-10:16-47-02,2025-11-10:16-47-01,2025-11-10:16-47-01,24,1,4.522746,216.699,st_actOFF,st_actOFF,st_cookNO,169,113,28
2025-11-10:16-47-04,2025-11-10:16-47-01,2025-11-10:16-47-01,24,1,4.522746,216.699,st_actOFF,st_actOFF,st_cookNO,169,113,27
2025-11-10:16-47-06,2025-11-10:16-47-05,2025-11-10:16-47-05,24,1,4.522746,216.699,st_actOFF,st_actOFF,st_cookNO,175,21,30
2025-11-10:16-47-08,2025-11-10:16-47-05,2025-11-10:16-47-05,24,1,4.522746,216.699,st_actOFF,st_actOFF,st_cookNO,175,21,17
2025-11-10:16-47-10,2025-11-10:16-47-09,2025-11-10:16-47-09,24,1,4.522746,216.767,st_actOFF,st_actOFF,st_cookNO,151,18,32
2025-11-10:16-47-12,2025-11-10:16-47-09,2025-11-10:16-47-09,24,1,4.522746,216.767,st_actOFF,st_actOFF,st_cookNO,151,18,53
2025-11-10:16-47-14,2025-11-10:16-47-13,2025-11-10:16-47-13,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,143,19,41
2025-11-10:16-47-16,2025-11-10:16-47-13,2025-11-10:16-47-13,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,143,19,38
2025-11-10:16-47-18,2025-11-10:16-47-17,2025-11-10:16-47-17,24,1,4.522746,216.699,st_actOFF,st_actOFF,st_cookNO,177,21,31
2025-11-10:16-47-20,2025-11-10:16-47-17,2025-11-10:16-47-17,24,1,4.522746,216.699,st_actOFF,st_actOFF,st_cookNO,177,21,36
2025-11-10:16-47-22,2025-11-10:16-47-21,2025-11-10:16-47-21,24,1,4.522746,216.784,st_actOFF,st_actOFF,st_cookNO,168,19,40
2025-11-10:16-47-24,2025-11-10:16-47-21,2025-11-10:16-47-21,24,1,4.522746,216.784,st_actOFF,st_actOFF,st_cookNO,168,19,43
2025-11-10:16-47-26,2025-11-10:16-47-25,2025-11-10:16-47-25,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,129,19,17
2025-11-10:16-47-28,2025-11-10:16-47-25,2025-11-10:16-47-25,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,129,19,36
2025-11-10:16-47-30,2025-11-10:16-47-29,2025-11-10:16-47-29,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,144,17,37
2025-11-10:16-47-32,2025-11-10:16-47-29,2025-11-10:16-47-29,24,1,4.522746,216.716,st_actOFF,st_actOFF,st_cookNO,144,17,27
2025-11-10:16-47-35,2025-11-10:16-47-33,2025-11-10:16-47-33,24,1,4.522746,216.733,st_actOFF,st_actOFF,st_cookNO,98,103,32
2025-11-10:16-47-37,2025-11-10:16-47-33,2025-11-10:16-47-33,24,1,4.522746,216.733,st_actOFF,st_actOFF,st_cookNO,98,103,35
2025-11-10:16-47-39,2025-11-10:16-47-37,2025-11-10:16-47-37,24,1,4.001855,216.716,st_actOFF,st_actOFF,st_cookNO,173,510,15
2025-11-10:16-47-41,2025-11-10:16-47-37,2025-11-10:16-47-37,24,1,4.001855,216.716,st_actOFF,st_actOFF,st_cookNO,173,510,44
2025-11-10:16-47-43,2025-11-10:16-47-41,2025-11-10:16-47-41,24,1,4.001855,216.818,st_actOFF,st_actOFF,st_cookNO,178,18,36
2025-11-10:16-47-45,2025-11-10:16-47-45,2025-11-10:16-47-45,24,1,4.001855,216.41,st_actOFF,st_actOFF,st_cookNO,158,18,34
2025-11-10:16-47-47,2025-11-10:16-47-45,2025-11-10:16-47-45,24,1,4.001855,216.41,st_actOFF,st_actOFF,st_cookNO,158,60,26
2025-11-10:16-47-49,2025-11-10:16-47-45,2025-11-10:16-47-45,24,1,4.001855,216.41,st_actOFF,st_actOFF,st_cookNO,158,60,35
2025-11-10:16-47-51,2025-11-10:16-47-49,2025-11-10:16-47-49,24,1,4.001855,216.75,st_actOFF,st_actOFF,st_cookNO,158,19,29
2025-11-10:16-47-53,2025-11-10:16-47-53,2025-11-10:16-47-53,24,1,4.001855,216.784,st_actOFF,st_actOFF,st_cookNO,154,23,38
2025-11-10:16-47-55,2025-11-10:16-47-53,2025-11-10:16-47-53,24,1,4.001855,216.784,st_actOFF,st_actOFF,st_cookNO,154,23,35
2025-11-10:16-47-57,2025-11-10:16-47-57,2025-11-10:16-47-57,24,1,4.001855,216.75,st_actOFF,st_actOFF,st_cookNO,178,94,45
2025-11-10:16-47-59,2025-11-10:16-47-57,2025-11-10:16-47-57,24,1,4.001855,216.75,st_actOFF,st_actOFF,st_cookNO,178,94,35
2025-11-10:16-48-01,2025-11-10:16-48-01,2025-11-10:16-48-01,24,1,4.001855,216.767,st_actOFF,st_actOFF,st_cookNO,153,17,24
2025-11-10:16-48-03,2025-11-10:16-48-01,2025-11-10:16-48-01,24,1,4.001855,216.767,st_actOFF,st_actOFF,st_cookNO,153,17,37
2025-11-10:16-48-05,2025-11-10:16-48-05,2025-11-10:16-48-05,24,1,4.001855,216.784,st_actOFF,st_actOFF,st_cookNO,148,43,33
2025-11-10:16-48-07,2025-11-10:16-48-05,2025-11-10:16-48-05,24,1,4.001855,216.784,st_actOFF,st_actOFF,st_cookNO,148,43,37
2025-11-10:16-48-09,2025-11-10:16-48-09,2025-11-10:16-48-09,24,1,4.001855,216.818,st_actOFF,st_actOFF,st_cookNO,126,88,33
2025-11-10:16-48-11,2025-11-10:16-48-09,2025-11-10:16-48-09,24,1,4.001855,216.818,st_actOFF,st_actOFF,st_cookNO,126,88,31
2025-11-10:16-48-13,2025-11-10:16-48-13,2025-11-10:16-48-13,24,1,4.001855,216.767,st_actOFF,st_actOFF,st_cookNO,158,24,35
2025-11-10:16-48-15,2025-11-10:16-48-13,2025-11-10:16-48-13,24,1,4.001855,216.767,st_actOFF,st_actOFF,st_cookNO,158,24,33
2025-11-10:16-48-17,2025-11-10:16-48-17,2025-11-10:16-48-17,24,1,4.001855,216.767,st_actOFF,st_actOFF,st_cookNO,239,16,26
2025-11-10:16-48-19,2025-11-10:16-48-17,2025-11-10:16-48-17,24,1,4.001855,216.767,st_actOFF,st_actOFF,st_cookNO,239,16,14
2025-11-10:16-48-21,2025-11-10:16-48-21,2025-11-10:16-48-21,24,1,4.001855,216.767,st_actOFF,st_actOFF,st_cookNO,142,405,26
2025-11-10:16-48-23,2025-11-10:16-48-21,2025-11-10:16-48-21,24,1,4.001855,216.767,st_actOFF,st_actOFF,st_cookNO,142,405,24
2025-11-10:16-48-25,2025-11-10:16-48-25,2025-11-10:16-48-25,24,1,4.001855,216.682,st_actOFF,st_actOFF,st_cookNO,157,19,29
2025-11-10:16-48-28,2025-11-10:16-48-25,2025-11-10:16-48-25,24,1,4.001855,216.682,st_actOFF,st_actOFF,st_cookNO,157,19,26
2025-11-10:16-48-30,2025-11-10:16-48-29,2025-11-10:16-48-29,24,1,4.001855,216.699,st_actOFF,st_actOFF,st_cookNO,133,21,22
2025-11-10:16-48-32,2025-11-10:16-48-29,2025-11-10:16-48-29,24,1,4.001855,216.699,st_actOFF,st_actOFF,st_cookNO,133,21,24
2025-11-10:16-48-34,2025-11-10:16-48-33,2025-11-10:16-48-33,24,0,4.001855,216.716,st_actON,st_actON,st_cookYES,150,16,30
2025-11-10:16-48-37,2025-11-10:16-48-37,2025-11-10:16-48-37,24,0,4.001855,6.936,st_actOFF,st_actOFF,st_cookYES,154,18,23
2025-11-10:16-48-39,2025-11-10:16-48-37,2025-11-10:16-48-37,24,0,4.001855,6.936,st_actOFF,st_actOFF,st_cookYES,154,18,15
2025-11-10:16-48-41,2025-11-10:16-48-41,2025-11-10:16-48-41,24,0,4.001855,6.596,st_actOFF,st_actOFF,st_cookYES,159,18,24
2025-11-10:16-48-43,2025-11-10:16-48-41,2025-11-10:16-48-41,24,0,4.001855,6.596,st_actOFF,st_actOFF,st_cookYES,159,213,22
