timestamp_backend_cook,timestamp_reasoner_cook,timestamp_iot_cook,temp,flame,gas,distance,buzzerStatus,exhaustStatus,cookingStatus,reasoningTime,endToEndTime,backendTime
2025-11-17:13-33-46,2025-11-17:13-33-43,2025-11-17:13-33-30,27.1,1,34.28105,140.454,st_actOFF,st_actOFF,st_cookNO,129,511,15
2025-11-17:13-33-48,2025-11-17:13-33-47,2025-11-17:13-33-34,27.1,1,32.57279,140.437,st_actOFF,st_actOFF,st_cookNO,110,19,33
2025-11-17:13-33-50,2025-11-17:13-33-47,2025-11-17:13-33-34,27.1,1,32.57279,140.437,st_actOFF,st_actOFF,st_cookNO,110,19,24
2025-11-17:13-33-52,2025-11-17:13-33-51,2025-11-17:13-33-38,27.1,1,30.91578,183.362,st_actOFF,st_actOFF,st_cookNO,135,408,27
2025-11-17:13-33-54,2025-11-17:13-33-51,2025-11-17:13-33-38,27.1,1,30.91578,183.362,st_actOFF,st_actOFF,st_cookNO,135,408,25
2025-11-17:13-33-56,2025-11-17:13-33-55,2025-11-17:13-33-42,27.1,1,29.30946,141.763,st_actOFF,st_actOFF,st_cookNO,134,19,27
2025-11-17:13-33-59,2025-11-17:13-33-55,2025-11-17:13-33-42,27.1,1,29.30946,141.763,st_actOFF,st_actOFF,st_cookNO,134,19,23
2025-11-17:13-34-01,2025-11-17:13-33-59,2025-11-17:13-33-46,27.1,1,29.30946,184.28,st_actOFF,st_actOFF,st_cookNO,133,21,32
2025-11-17:13-34-03,2025-11-17:13-33-59,2025-11-17:13-33-46,27.1,1,29.30946,184.28,st_actOFF,st_actOFF,st_cookNO,133,21,30
2025-11-17:13-34-05,2025-11-17:13-34-03,2025-11-17:13-33-50,27.1,0,27.75327,140.981,st_actON,st_actON,st_cookYES,147,316,23
2025-11-17:13-34-07,2025-11-17:13-34-03,2025-11-17:13-33-50,27.1,0,27.75327,140.981,st_actON,st_actON,st_cookYES,147,316,7
2025-11-17:13-34-09,2025-11-17:13-34-07,2025-11-17:13-33-54,27.1,0,27.75327,140.539,st_actON,st_actON,st_cookYES,147,18,19
2025-11-17:13-34-11,2025-11-17:13-34-07,2025-11-17:13-33-54,27.1,0,27.75327,140.539,st_actON,st_actON,st_cookYES,147,18,22
2025-11-17:13-34-13,2025-11-17:13-34-12,2025-11-17:13-33-58,27.1,0,26.24667,140.539,st_actON,st_actON,st_cookYES,154,18,43
2025-11-17:13-34-15,2025-11-17:13-34-12,2025-11-17:13-33-58,27.1,0,26.24667,140.539,st_actON,st_actON,st_cookYES,154,111,32
2025-11-17:13-34-17,2025-11-17:13-34-16,2025-11-17:13-34-02,27.1,0,26.24667,141.355,st_actON,st_actON,st_cookYES,125,64,25
2025-11-17:13-34-19,2025-11-17:13-34-16,2025-11-17:13-34-02,27.1,0,26.24667,141.355,st_actON,st_actON,st_cookYES,125,64,24
2025-11-17:13-34-21,2025-11-17:13-34-19,2025-11-17:13-34-06,27.1,0,26.24667,190.944,st_actON,st_actON,st_cookYES,145,122,7
2025-11-17:13-34-23,2025-11-17:13-34-19,2025-11-17:13-34-06,27.1,0,26.24667,190.944,st_actON,st_actON,st_cookYES,145,122,20
2025-11-17:13-34-25,2025-11-17:13-34-19,2025-11-17:13-34-06,27.1,0,26.24667,190.944,st_actON,st_actON,st_cookYES,145,122,29
2025-11-17:13-34-27,2025-11-17:13-34-19,2025-11-17:13-34-06,27.1,0,26.24667,190.944,st_actON,st_actON,st_cookYES,145,235,29
