timestamp_backend_cook,timestamp_reasoner_cook,timestamp_iot_cook,temp,flame,gas,distance,buzzerStatus,exhaustStatus,cookingStatus,reasoningTime,endToEndTime,backendTime
2025-11-11:17-51-14,2025-11-11:17-51-13,2025-11-11:17-51-04,23,0,0,218.229,st_actON,st_actON,st_cookYES,202,52,36
2025-11-11:17-51-16,2025-11-11:17-51-13,2025-11-11:17-51-04,23,0,0,218.229,st_actON,st_actON,st_cookYES,202,52,31
2025-11-11:17-51-18,2025-11-11:17-51-17,2025-11-11:17-51-08,23,0,0,217.787,st_actON,st_actON,st_cookYES,146,24,39
2025-11-11:17-51-20,2025-11-11:17-51-17,2025-11-11:17-51-08,23,0,0,217.787,st_actON,st_actON,st_cookYES,146,24,27
2025-11-11:17-51-22,2025-11-11:17-51-21,2025-11-11:17-51-12,23,1,0,217.872,st_actOFF,st_actOFF,st_cookNO,171,20,24
2025-11-11:17-51-25,2025-11-11:17-51-21,2025-11-11:17-51-12,23,1,0,217.872,st_actOFF,st_actOFF,st_cookNO,171,20,76
2025-11-11:17-51-27,2025-11-11:17-51-25,2025-11-11:17-51-16,23,1,0,217.94,st_actOFF,st_actOFF,st_cookNO,117,26,31
2025-11-11:17-51-29,2025-11-11:17-51-25,2025-11-11:17-51-16,23,1,0,217.94,st_actOFF,st_actOFF,st_cookNO,117,26,217
2025-11-11:17-51-31,2025-11-11:17-51-30,2025-11-11:17-51-20,23,1,0,217.872,st_actOFF,st_actOFF,st_cookNO,900,26,28
2025-11-11:17-51-33,2025-11-11:17-51-33,2025-11-11:17-51-24,22.9,1,0,217.328,st_actOFF,st_actOFF,st_cookNO,132,27,37
2025-11-11:17-51-35,2025-11-11:17-51-33,2025-11-11:17-51-24,22.9,1,0,217.328,st_actOFF,st_actOFF,st_cookNO,132,27,31
2025-11-11:17-51-37,2025-11-11:17-51-37,2025-11-11:17-51-28,22.9,1,0,217.906,st_actOFF,st_actOFF,st_cookNO,122,32,27
2025-11-11:17-51-39,2025-11-11:17-51-37,2025-11-11:17-51-28,22.9,1,0,217.906,st_actOFF,st_actOFF,st_cookNO,122,32,60
2025-11-11:17-51-41,2025-11-11:17-51-41,2025-11-11:17-51-32,22.9,1,0,217.498,st_actOFF,st_actOFF,st_cookNO,169,32,31
2025-11-11:17-51-43,2025-11-11:17-51-41,2025-11-11:17-51-32,22.9,1,0,217.498,st_actOFF,st_actOFF,st_cookNO,169,515,24
2025-11-11:17-51-45,2025-11-11:17-51-45,2025-11-11:17-51-36,22.9,1,0,217.396,st_actOFF,st_actOFF,st_cookNO,149,29,30
2025-11-11:17-51-47,2025-11-11:17-51-45,2025-11-11:17-51-36,22.9,1,0,217.396,st_actOFF,st_actOFF,st_cookNO,149,29,48
2025-11-11:17-51-49,2025-11-11:17-51-49,2025-11-11:17-51-40,22.9,1,0,217.77,st_actOFF,st_actOFF,st_cookNO,169,17,28
2025-11-11:17-51-51,2025-11-11:17-51-49,2025-11-11:17-51-40,22.9,1,0,217.77,st_actOFF,st_actOFF,st_cookNO,169,17,29
2025-11-11:17-51-53,2025-11-11:17-51-53,2025-11-11:17-51-44,22.9,1,0,217.838,st_actOFF,st_actOFF,st_cookNO,149,31,18
2025-11-11:17-51-55,2025-11-11:17-51-53,2025-11-11:17-51-44,22.9,1,0,217.838,st_actOFF,st_actOFF,st_cookNO,149,31,24
2025-11-11:17-51-57,2025-11-11:17-51-57,2025-11-11:17-51-48,22.9,1,0,218.297,st_actOFF,st_actOFF,st_cookNO,171,31,19
2025-11-11:17-51-59,2025-11-11:17-51-57,2025-11-11:17-51-48,22.9,1,0,218.297,st_actOFF,st_actOFF,st_cookNO,171,31,27
2025-11-11:17-52-01,2025-11-11:17-52-01,2025-11-11:17-51-52,22.9,1,0,217.838,st_actOFF,st_actOFF,st_cookNO,182,29,28
2025-11-11:17-52-03,2025-11-11:17-52-01,2025-11-11:17-51-52,22.9,1,0,217.838,st_actOFF,st_actOFF,st_cookNO,182,29,13
2025-11-11:17-52-06,2025-11-11:17-52-05,2025-11-11:17-51-56,22.9,1,0,217.855,st_actOFF,st_actOFF,st_cookNO,182,30,17
2025-11-11:17-52-08,2025-11-11:17-52-05,2025-11-11:17-51-56,22.9,1,0,217.855,st_actOFF,st_actOFF,st_cookNO,182,30,19
2025-11-11:17-52-10,2025-11-11:17-52-09,2025-11-11:17-52-00,22.9,1,0,217.396,st_actOFF,st_actOFF,st_cookNO,132,226,29
2025-11-11:17-52-12,2025-11-11:17-52-09,2025-11-11:17-52-00,22.9,1,0,217.396,st_actOFF,st_actOFF,st_cookNO,132,226,24
2025-11-11:17-52-14,2025-11-11:17-52-13,2025-11-11:17-52-04,23,1,0,218.28,st_actOFF,st_actOFF,st_cookNO,113,18,17
2025-11-11:17-52-16,2025-11-11:17-52-13,2025-11-11:17-52-04,23,1,0,218.28,st_actOFF,st_actOFF,st_cookNO,113,18,25
2025-11-11:17-52-18,2025-11-11:17-52-17,2025-11-11:17-52-08,22.9,1,0,217.855,st_actOFF,st_actOFF,st_cookNO,170,393,28
2025-11-11:17-52-20,2025-11-11:17-52-17,2025-11-11:17-52-08,22.9,1,0,217.855,st_actOFF,st_actOFF,st_cookNO,170,393,14
2025-11-11:17-52-22,2025-11-11:17-52-21,2025-11-11:17-52-12,22.9,1,0,217.872,st_actOFF,st_actOFF,st_cookNO,134,14,24
2025-11-11:17-52-24,2025-11-11:17-52-21,2025-11-11:17-52-12,22.9,1,0,217.872,st_actOFF,st_actOFF,st_cookNO,134,14,38
2025-11-11:17-52-26,2025-11-11:17-52-25,2025-11-11:17-52-16,22.9,1,0,217.838,st_actOFF,st_actOFF,st_cookNO,156,27,37
2025-11-11:17-52-28,2025-11-11:17-52-25,2025-11-11:17-52-16,22.9,1,0,217.838,st_actOFF,st_actOFF,st_cookNO,156,27,22
2025-11-11:17-52-30,2025-11-11:17-52-29,2025-11-11:17-52-20,22.9,1,0,218.297,st_actOFF,st_actOFF,st_cookNO,182,224,28
2025-11-11:17-52-32,2025-11-11:17-52-29,2025-11-11:17-52-20,22.9,1,0,218.297,st_actOFF,st_actOFF,st_cookNO,182,224,20
2025-11-11:17-52-34,2025-11-11:17-52-33,2025-11-11:17-52-24,22.9,0,0,217.957,st_actON,st_actON,st_cookYES,129,17,22
2025-11-11:17-52-36,2025-11-11:17-52-33,2025-11-11:17-52-24,22.9,0,0,217.957,st_actON,st_actON,st_cookYES,129,17,42
2025-11-11:17-52-38,2025-11-11:17-52-37,2025-11-11:17-52-28,22.9,0,0,217.855,st_actON,st_actON,st_cookYES,82,511,14
2025-11-11:17-52-40,2025-11-11:17-52-37,2025-11-11:17-52-28,22.9,0,0,217.855,st_actON,st_actON,st_cookYES,82,511,32
2025-11-11:17-52-42,2025-11-11:17-52-41,2025-11-11:17-52-32,22.9,0,0,217.821,st_actON,st_actON,st_cookYES,155,22,33
2025-11-11:17-52-44,2025-11-11:17-52-41,2025-11-11:17-52-32,22.9,0,0,217.821,st_actON,st_actON,st_cookYES,155,22,29
2025-11-11:17-52-46,2025-11-11:17-52-45,2025-11-11:17-52-36,22.9,0,0,217.838,st_actON,st_actON,st_cookYES,157,27,12
2025-11-11:17-52-48,2025-11-11:17-52-45,2025-11-11:17-52-36,22.9,0,0,217.838,st_actON,st_actON,st_cookYES,157,27,30
2025-11-11:17-52-50,2025-11-11:17-52-49,2025-11-11:17-52-40,22.9,0,0,217.838,st_actON,st_actON,st_cookYES,164,20,23
2025-11-11:17-52-52,2025-11-11:17-52-49,2025-11-11:17-52-40,22.9,0,0,217.838,st_actON,st_actON,st_cookYES,164,20,46
2025-11-11:17-52-54,2025-11-11:17-52-53,2025-11-11:17-52-44,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,120,31,21
2025-11-11:17-52-56,2025-11-11:17-52-53,2025-11-11:17-52-44,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,120,31,9
2025-11-11:17-52-58,2025-11-11:17-52-57,2025-11-11:17-52-48,22.9,1,0,217.804,st_actOFF,st_actOFF,st_cookNO,159,29,44
2025-11-11:17-53-00,2025-11-11:17-52-57,2025-11-11:17-52-48,22.9,1,0,217.804,st_actOFF,st_actOFF,st_cookNO,159,29,17
2025-11-11:17-53-02,2025-11-11:17-53-01,2025-11-11:17-52-52,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,143,27,10
2025-11-11:17-53-05,2025-11-11:17-53-01,2025-11-11:17-52-52,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,143,27,45
2025-11-11:17-53-07,2025-11-11:17-53-05,2025-11-11:17-52-56,22.9,1,0,217.481,st_actOFF,st_actOFF,st_cookNO,110,22,29
2025-11-11:17-53-09,2025-11-11:17-53-05,2025-11-11:17-52-56,22.9,1,0,217.481,st_actOFF,st_actOFF,st_cookNO,110,22,13
2025-11-11:17-53-11,2025-11-11:17-53-09,2025-11-11:17-53-00,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,118,16,9
2025-11-11:17-53-13,2025-11-11:17-53-09,2025-11-11:17-53-00,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,118,16,25
2025-11-11:17-53-15,2025-11-11:17-53-13,2025-11-11:17-53-04,22.9,1,0,217.753,st_actOFF,st_actOFF,st_cookNO,165,31,19
2025-11-11:17-53-17,2025-11-11:17-53-13,2025-11-11:17-53-04,22.9,1,0,217.855,st_actOFF,st_actOFF,st_cookNO,165,31,90
2025-11-11:17-53-19,2025-11-11:17-53-17,2025-11-11:17-53-08,22.9,1,0,217.855,st_actOFF,st_actOFF,st_cookNO,124,19,25
2025-11-11:17-53-21,2025-11-11:17-53-21,2025-11-11:17-53-12,22.9,1,0,196.299,st_actOFF,st_actOFF,st_cookNO,114,19,8
2025-11-11:17-53-23,2025-11-11:17-53-21,2025-11-11:17-53-12,22.9,1,0,196.299,st_actOFF,st_actOFF,st_cookNO,114,28,26
2025-11-11:17-53-25,2025-11-11:17-53-25,2025-11-11:17-53-16,22.9,1,0,217.464,st_actOFF,st_actOFF,st_cookNO,150,28,22
2025-11-11:17-53-27,2025-11-11:17-53-25,2025-11-11:17-53-16,22.9,1,0,217.464,st_actOFF,st_actOFF,st_cookNO,150,213,33
2025-11-11:17-53-29,2025-11-11:17-53-29,2025-11-11:17-53-20,22.9,1,0,217.838,st_actOFF,st_actOFF,st_cookNO,130,27,22
2025-11-11:17-53-31,2025-11-11:17-53-29,2025-11-11:17-53-20,22.9,1,0,217.838,st_actOFF,st_actOFF,st_cookNO,130,27,28
2025-11-11:17-53-33,2025-11-11:17-53-33,2025-11-11:17-53-24,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,142,31,33
2025-11-11:17-53-35,2025-11-11:17-53-33,2025-11-11:17-53-24,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,142,31,24
2025-11-11:17-53-37,2025-11-11:17-53-37,2025-11-11:17-53-28,22.9,1,0,218.008,st_actOFF,st_actOFF,st_cookNO,119,31,25
2025-11-11:17-53-39,2025-11-11:17-53-37,2025-11-11:17-53-28,22.9,1,0,218.008,st_actOFF,st_actOFF,st_cookNO,119,344,26
2025-11-11:17-53-41,2025-11-11:17-53-41,2025-11-11:17-53-31,22.9,1,0,181.033,st_actOFF,st_actOFF,st_cookNO,168,21,22
2025-11-11:17-53-43,2025-11-11:17-53-41,2025-11-11:17-53-31,22.9,1,0,181.033,st_actOFF,st_actOFF,st_cookNO,168,21,19
2025-11-11:17-53-45,2025-11-11:17-53-45,2025-11-11:17-53-36,22.8,1,0,217.889,st_actOFF,st_actOFF,st_cookNO,133,33,28
2025-11-11:17-53-47,2025-11-11:17-53-45,2025-11-11:17-53-36,22.8,1,0,217.889,st_actOFF,st_actOFF,st_cookNO,133,33,26
2025-11-11:17-53-49,2025-11-11:17-53-49,2025-11-11:17-53-39,22.8,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,160,30,23
2025-11-11:17-53-51,2025-11-11:17-53-49,2025-11-11:17-53-39,22.8,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,160,30,24
2025-11-11:17-53-53,2025-11-11:17-53-53,2025-11-11:17-53-43,22.8,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,130,21,17
2025-11-11:17-53-55,2025-11-11:17-53-53,2025-11-11:17-53-43,22.8,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,130,21,23
2025-11-11:17-53-57,2025-11-11:17-53-57,2025-11-11:17-53-47,22.8,1,0,217.464,st_actOFF,st_actOFF,st_cookNO,124,32,25
2025-11-11:17-53-59,2025-11-11:17-53-57,2025-11-11:17-53-47,22.8,1,0,217.464,st_actOFF,st_actOFF,st_cookNO,124,32,28
2025-11-11:17-54-01,2025-11-11:17-54-01,2025-11-11:17-53-51,22.8,1,0,217.889,st_actOFF,st_actOFF,st_cookNO,141,28,25
2025-11-11:17-54-04,2025-11-11:17-54-01,2025-11-11:17-53-51,22.8,1,0,217.889,st_actOFF,st_actOFF,st_cookNO,141,28,28
2025-11-11:17-54-06,2025-11-11:17-54-05,2025-11-11:17-53-55,22.8,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,149,24,24
2025-11-11:17-54-08,2025-11-11:17-54-05,2025-11-11:17-53-55,22.8,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,149,24,23
2025-11-11:17-54-10,2025-11-11:17-54-09,2025-11-11:17-53-59,22.8,1,0,217.906,st_actOFF,st_actOFF,st_cookNO,154,26,29
2025-11-11:17-54-12,2025-11-11:17-54-09,2025-11-11:17-53-59,22.8,1,0,217.906,st_actOFF,st_actOFF,st_cookNO,154,26,21
2025-11-11:17-54-14,2025-11-11:17-54-13,2025-11-11:17-54-03,22.8,1,0,217.906,st_actOFF,st_actOFF,st_cookNO,174,27,23
2025-11-11:17-54-16,2025-11-11:17-54-13,2025-11-11:17-54-03,22.8,1,0,217.906,st_actOFF,st_actOFF,st_cookNO,174,27,24
2025-11-11:17-54-18,2025-11-11:17-54-17,2025-11-11:17-54-07,22.8,1,0,218.246,st_actOFF,st_actOFF,st_cookNO,171,72,24
2025-11-11:17-54-20,2025-11-11:17-54-17,2025-11-11:17-54-07,22.8,1,0,218.246,st_actOFF,st_actOFF,st_cookNO,171,72,25
2025-11-11:17-54-22,2025-11-11:17-54-21,2025-11-11:17-54-11,22.8,1,0,218.246,st_actOFF,st_actOFF,st_cookNO,161,29,31
2025-11-11:17-54-24,2025-11-11:17-54-21,2025-11-11:17-54-11,22.8,1,0,218.246,st_actOFF,st_actOFF,st_cookNO,161,29,24
2025-11-11:17-54-26,2025-11-11:17-54-25,2025-11-11:17-54-15,22.9,1,0,217.889,st_actOFF,st_actOFF,st_cookNO,162,30,162
2025-11-11:17-54-28,2025-11-11:17-54-25,2025-11-11:17-54-15,22.9,1,0,217.889,st_actOFF,st_actOFF,st_cookNO,162,30,40
2025-11-11:17-54-30,2025-11-11:17-54-29,2025-11-11:17-54-19,22.9,1,0,217.872,st_actOFF,st_actOFF,st_cookNO,127,20,29
2025-11-11:17-54-32,2025-11-11:17-54-29,2025-11-11:17-54-19,22.9,1,0,217.872,st_actOFF,st_actOFF,st_cookNO,127,20,23
2025-11-11:17-54-34,2025-11-11:17-54-33,2025-11-11:17-54-23,22.9,1,0,217.906,st_actOFF,st_actOFF,st_cookNO,135,29,36
2025-11-11:17-54-36,2025-11-11:17-54-33,2025-11-11:17-54-23,22.9,1,0,217.906,st_actOFF,st_actOFF,st_cookNO,135,29,55
2025-11-11:17-54-38,2025-11-11:17-54-37,2025-11-11:17-54-27,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,155,226,14
2025-11-11:17-54-40,2025-11-11:17-54-37,2025-11-11:17-54-27,22.9,1,0,217.821,st_actOFF,st_actOFF,st_cookNO,155,226,23
